comment,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
Hati hati dipakai Pinjol 😂,Hati hati dipakai Pinjol ,hati hati dipakai pinjol ,hati hati dipakai pinjol,"['hati', 'hati', 'dipakai', 'pinjol']","['hati', 'hati', 'dipakai', 'pinjol']",hati hati pakai pinjol
"Bukan cuma karena uang , Sam altman Ceo OpenAi chatgpt itu pelopornya Ai . World dibangun untuk di blockchain pembeda antara manusia dan Ai. Yang merugikan mereka pencuri data KYC akan rugi selama ini memanipulasi manusia dan bot yang sulit dibedakan",Bukan cuma karena uang  Sam altman Ceo OpenAi chatgpt itu pelopornya Ai  World dibangun untuk di blockchain pembeda antara manusia dan Ai Yang merugikan mereka pencuri data KYC akan rugi selama ini memanipulasi manusia dan bot yang sulit dibedakan,bukan cuma karena uang  sam altman ceo openai chatgpt itu pelopornya ai  world dibangun untuk di blockchain pembeda antara manusia dan ai yang merugikan mereka pencuri data kyc akan rugi selama ini memanipulasi manusia dan bot yang sulit dibedakan,bukan cuma karena uang sama altman ceo openai chatgpt itu pelopornya ai world dibangun untuk di blockchain pembeda antara manusia dan ai yang merugikan mereka pencuri data kyc akan rugi selama ini memanipulasi manusia dan bot yang sulit dibedakan,"['bukan', 'cuma', 'karena', 'uang', 'sama', 'altman', 'ceo', 'openai', 'chatgpt', 'itu', 'pelopornya', 'ai', 'world', 'dibangun', 'untuk', 'di', 'blockchain', 'pembeda', 'antara', 'manusia', 'dan', 'ai', 'yang', 'merugikan', 'mereka', 'pencuri', 'data', 'kyc', 'akan', 'rugi', 'selama', 'ini', 'memanipulasi', 'manusia', 'dan', 'bot', 'yang', 'sulit', 'dibedakan']","['uang', 'altman', 'ceo', 'openai', 'chatgpt', 'pelopornya', 'ai', 'world', 'dibangun', 'blockchain', 'pembeda', 'manusia', 'ai', 'merugikan', 'pencuri', 'data', 'kyc', 'rugi', 'memanipulasi', 'manusia', 'bot', 'sulit', 'dibedakan']",uang altman ceo openai chatgpt pelopor ai world bangun blockchain beda manusia ai rugi curi data kyc rugi manipulasi manusia bot sulit beda
eh sorry ya ges udah ke back up data nya,eh sorry ya ges udah ke back up data nya,eh sorry ya ges udah ke back up data nya,eh sorry ya ges sudah ke back up data ya,"['eh', 'sorry', 'ya', 'ges', 'sudah', 'ke', 'back', 'up', 'data', 'ya']","['eh', 'sorry', 'ya', 'ges', 'back', 'up', 'data', 'ya']",eh sorry ya ges back up data ya
bener bang ruby  retina kita dijadikan unik code seperti frasa sandi jadi gk sembarang orang bisa ngambil data retina kita,bener bang ruby  retina kita dijadikan unik code seperti frasa sandi jadi gk sembarang orang bisa ngambil data retina kita,bener bang ruby  retina kita dijadikan unik code seperti frasa sandi jadi gk sembarang orang bisa ngambil data retina kita,benar abang ruby retina kita dijadikan unik code seperti frasa sandi jadi tidak sembarang orang bisa ngambil data retina kita,"['benar', 'abang', 'ruby', 'retina', 'kita', 'dijadikan', 'unik', 'code', 'seperti', 'frasa', 'sandi', 'jadi', 'tidak', 'sembarang', 'orang', 'bisa', 'ngambil', 'data', 'retina', 'kita']","['abang', 'ruby', 'retina', 'dijadikan', 'unik', 'code', 'frasa', 'sandi', 'sembarang', 'orang', 'ngambil', 'data', 'retina']",abang ruby retina jadi unik code frasa sandi sembarang orang ngambil data retina
"bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka","bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka","bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka",bagaimana cara kita memberi tau mereka bagaimana cara kita memberi tau mereka bagaimana cara kita memberi tau mereka bagaimana cara kita memberi tau mereka,"['bagaimana', 'cara', 'kita', 'memberi', 'tau', 'mereka', 'bagaimana', 'cara', 'kita', 'memberi', 'tau', 'mereka', 'bagaimana', 'cara', 'kita', 'memberi', 'tau', 'mereka', 'bagaimana', 'cara', 'kita', 'memberi', 'tau', 'mereka']","['tau', 'tau', 'tau', 'tau']",tau tau tau tau
😂😂akibat kebodohan dan kemiskinan😂😂yg pntg dapat uang😂😂,akibat kebodohan dan kemiskinanyg pntg dapat uang,akibat kebodohan dan kemiskinanyg pntg dapat uang,akibat kebodohan dan kemiskinanyg pntg dapat uang,"['akibat', 'kebodohan', 'dan', 'kemiskinanyg', 'pntg', 'dapat', 'uang']","['akibat', 'kebodohan', 'kemiskinanyg', 'pntg', 'uang']",akibat bodoh kemiskinanyg pntg uang
Kita pegang aja omongan ahli ini,Kita pegang aja omongan ahli ini,kita pegang aja omongan ahli ini,kita pegang saja omongan ahli ini,"['kita', 'pegang', 'saja', 'omongan', 'ahli', 'ini']","['pegang', 'omongan', 'ahli']",pegang omong ahli
eith.. Pemerintah sdh nyerah yah melindungi data warganya ? jadi kerajaan aja lah 😊,eith Pemerintah sdh nyerah yah melindungi data warganya  jadi kerajaan aja lah ,eith pemerintah sdh nyerah yah melindungi data warganya  jadi kerajaan aja lah ,eith pemerintah sudah nyerah ya melindungi data warganya jadi kerajaan saja lah,"['eith', 'pemerintah', 'sudah', 'nyerah', 'ya', 'melindungi', 'data', 'warganya', 'jadi', 'kerajaan', 'saja', 'lah']","['eith', 'pemerintah', 'nyerah', 'ya', 'melindungi', 'data', 'warganya', 'kerajaan']",eith perintah nyerah ya lindung data warga raja
Mana bps ini contoh negara kita miskin,Mana bps ini contoh negara kita miskin,mana bps ini contoh negara kita miskin,mana bps ini contoh negara kita miskin,"['mana', 'bps', 'ini', 'contoh', 'negara', 'kita', 'miskin']","['bps', 'contoh', 'negara', 'miskin']",bps contoh negara miskin
PEMBODOHAN GAYA BARU....,PEMBODOHAN GAYA BARU,pembodohan gaya baru,pembodohan gaya baru,"['pembodohan', 'gaya', 'baru']","['pembodohan', 'gaya']",bodoh gaya
"Ya namanya juga susah cari uang,jangan di larang2 donk,preman aja gak bisa di atasin...
Judol pun gak bisa di atasin
Apa lagi cartel narkoba seperti begal","Ya namanya juga susah cari uangjangan di larang donkpreman aja gak bisa di atasin
Judol pun gak bisa di atasin
Apa lagi cartel narkoba seperti begal","ya namanya juga susah cari uangjangan di larang donkpreman aja gak bisa di atasin
judol pun gak bisa di atasin
apa lagi cartel narkoba seperti begal",ya namanya juga susah cari uangjangan di larang donkpreman saja tidak bisa di atasin judol pun tidak bisa di atasin apa lagi cartel narkoba seperti begal,"['ya', 'namanya', 'juga', 'susah', 'cari', 'uangjangan', 'di', 'larang', 'donkpreman', 'saja', 'tidak', 'bisa', 'di', 'atasin', 'judol', 'pun', 'tidak', 'bisa', 'di', 'atasin', 'apa', 'lagi', 'cartel', 'narkoba', 'seperti', 'begal']","['ya', 'namanya', 'susah', 'cari', 'uangjangan', 'larang', 'donkpreman', 'atasin', 'judol', 'atasin', 'cartel', 'narkoba', 'begal']",ya nama susah cari uangjangan larang donkpreman atasin judol atasin cartel narkoba begal
"Yg paham kripto pasti ketawa melihat ini dan rata"" developer nya cerdas karena didunia kripto itu kejam data diperjualbelikan",Yg paham kripto pasti ketawa melihat ini dan rata developer nya cerdas karena didunia kripto itu kejam data diperjualbelikan,yg paham kripto pasti ketawa melihat ini dan rata developer nya cerdas karena didunia kripto itu kejam data diperjualbelikan,yang paham kripto pasti ketawa melihat ini dan rata developer ya cerdas karena didunia kripto itu kejam data diperjualbelikan,"['yang', 'paham', 'kripto', 'pasti', 'ketawa', 'melihat', 'ini', 'dan', 'rata', 'developer', 'ya', 'cerdas', 'karena', 'didunia', 'kripto', 'itu', 'kejam', 'data', 'diperjualbelikan']","['paham', 'kripto', 'ketawa', 'developer', 'ya', 'cerdas', 'didunia', 'kripto', 'kejam', 'data', 'diperjualbelikan']",paham kripto ketawa developer ya cerdas dunia kripto kejam data diperjualbelikan
Orang bodoh itu jujur mirus stop deh sayrda semua udhlhjngn hiroukn,Orang bodoh itu jujur mirus stop deh sayrda semua udhlhjngn hiroukn,orang bodoh itu jujur mirus stop deh sayrda semua udhlhjngn hiroukn,orang bodoh itu jujur mirus stop deh sayrda semua udhlhjngn hiroukn,"['orang', 'bodoh', 'itu', 'jujur', 'mirus', 'stop', 'deh', 'sayrda', 'semua', 'udhlhjngn', 'hiroukn']","['orang', 'bodoh', 'jujur', 'mirus', 'stop', 'deh', 'sayrda', 'udhlhjngn', 'hiroukn']",orang bodoh jujur mirus stop deh sayrda udhlhjngn hiroukn
dan negara hanya diam,dan negara hanya diam,dan negara hanya diam,dan negara hanya diam,"['dan', 'negara', 'hanya', 'diam']","['negara', 'diam']",negara diam
Knapa orang pda bodoh bnget halo saudraku pleas deh pikir2 dulu ..dg no hp udah kthuan semua word is meaning Dunia mata indra yg sangat pnting,Knapa orang pda bodoh bnget halo saudraku pleas deh pikir dulu dg no hp udah kthuan semua word is meaning Dunia mata indra yg sangat pnting,knapa orang pda bodoh bnget halo saudraku pleas deh pikir dulu dg no hp udah kthuan semua word is meaning dunia mata indra yg sangat pnting,knapa orang pada bodoh banget halo saudraku pleas deh pikir dulu dengan no hp sudah kthuan semua word is meaning dunia mata indra yang sangat penting,"['knapa', 'orang', 'pada', 'bodoh', 'banget', 'halo', 'saudraku', 'pleas', 'deh', 'pikir', 'dulu', 'dengan', 'no', 'hp', 'sudah', 'kthuan', 'semua', 'word', 'is', 'meaning', 'dunia', 'mata', 'indra', 'yang', 'sangat', 'penting']","['knapa', 'orang', 'bodoh', 'banget', 'halo', 'saudraku', 'pleas', 'deh', 'pikir', 'no', 'hp', 'kthuan', 'word', 'is', 'meaning', 'dunia', 'mata', 'indra']",knapa orang bodoh banget halo saudraku pleas deh pikir no hp kthuan word is meaning dunia mata indra
"ini pakar apaan cuk kalau marketing bilang aja instal app lalu dapat crypto, ga perlu pake retina segala",ini pakar apaan cuk kalau marketing bilang aja instal app lalu dapat crypto ga perlu pake retina segala,ini pakar apaan cuk kalau marketing bilang aja instal app lalu dapat crypto ga perlu pake retina segala,ini pakar apaan cuk kalau marketing bilang saja instal app lalu dapat crypto tidak perlu pakai retina segala,"['ini', 'pakar', 'apaan', 'cuk', 'kalau', 'marketing', 'bilang', 'saja', 'instal', 'app', 'lalu', 'dapat', 'crypto', 'tidak', 'perlu', 'pakai', 'retina', 'segala']","['pakar', 'cuk', 'marketing', 'bilang', 'instal', 'app', 'crypto', 'pakai', 'retina']",pakar cuk marketing bilang instal app crypto pakai retina
bukti pemerintah Gagal.,bukti pemerintah Gagal,bukti pemerintah gagal,bukti pemerintah gagal,"['bukti', 'pemerintah', 'gagal']","['bukti', 'pemerintah', 'gagal']",bukti perintah gagal
Semoga bukan produk tuk kepentingan genosida,Semoga bukan produk tuk kepentingan genosida,semoga bukan produk tuk kepentingan genosida,semoga bukan produk untuk kepentingan genosida,"['semoga', 'bukan', 'produk', 'untuk', 'kepentingan', 'genosida']","['semoga', 'produk', 'kepentingan', 'genosida']",moga produk penting genosida
"ngak apa apa, daripada kasih ke kominfo ngak dapat apa apa.",ngak apa apa daripada kasih ke kominfo ngak dapat apa apa,ngak apa apa daripada kasih ke kominfo ngak dapat apa apa,tidak apa apa daripada kasih ke kominfo tidak dapat apa apa,"['tidak', 'apa', 'apa', 'daripada', 'kasih', 'ke', 'kominfo', 'tidak', 'dapat', 'apa', 'apa']","['kasih', 'kominfo']",kasih kominfo
"TERIMAKASIH JOKOWIIIIII....
INILAH HASIL KERJAMU 10 TAHUN....😢😢😢","TERIMAKASIH JOKOWIIIIII
INILAH HASIL KERJAMU  TAHUN","terimakasih jokowiiiiii
inilah hasil kerjamu  tahun",terimakasih jokowiiiiii inilah hasil kerjamu tahun,"['terimakasih', 'jokowiiiiii', 'inilah', 'hasil', 'kerjamu', 'tahun']","['terimakasih', 'jokowiiiiii', 'hasil', 'kerjamu']",terimakasih jokowiiiiii hasil kerja
sebantar lagi  roysakti akan di ulas,sebantar lagi  roysakti akan di ulas,sebantar lagi  roysakti akan di ulas,sebantar lagi roysakti akan di ulas,"['sebantar', 'lagi', 'roysakti', 'akan', 'di', 'ulas']","['sebantar', 'roysakti', 'ulas']",bantar roysakti ulas
yang salah bukan rakyatnya tapi pemerintahnya yg gak mampu melindungi rakyatnya,yang salah bukan rakyatnya tapi pemerintahnya yg gak mampu melindungi rakyatnya,yang salah bukan rakyatnya tapi pemerintahnya yg gak mampu melindungi rakyatnya,yang salah bukan rakyatnya tapi pemerintahnya yang tidak mampu melindungi rakyatnya,"['yang', 'salah', 'bukan', 'rakyatnya', 'tapi', 'pemerintahnya', 'yang', 'tidak', 'mampu', 'melindungi', 'rakyatnya']","['salah', 'rakyatnya', 'pemerintahnya', 'melindungi', 'rakyatnya']",salah rakyat perintah lindung rakyat
"y karna mreka terpojok butuh uang buat menghidupi anak istri
pmrintah mlh sibuk kekuasaan + cari cara krupsi biar aman","y karna mreka terpojok butuh uang buat menghidupi anak istri
pmrintah mlh sibuk kekuasaan  cari cara krupsi biar aman","y karna mreka terpojok butuh uang buat menghidupi anak istri
pmrintah mlh sibuk kekuasaan  cari cara krupsi biar aman",ya karena mereka terpojok butuh uang buat menghidupi anak istri pmrintah malah sibuk kekuasaan cari cara krupsi biar aman,"['ya', 'karena', 'mereka', 'terpojok', 'butuh', 'uang', 'buat', 'menghidupi', 'anak', 'istri', 'pmrintah', 'malah', 'sibuk', 'kekuasaan', 'cari', 'cara', 'krupsi', 'biar', 'aman']","['ya', 'terpojok', 'butuh', 'uang', 'menghidupi', 'anak', 'istri', 'pmrintah', 'sibuk', 'kekuasaan', 'cari', 'krupsi', 'biar', 'aman']",ya pojok butuh uang hidup anak istri pmrintah sibuk kuasa cari krupsi biar aman
Makin rusak ni negara Astaghfirullah,Makin rusak ni negara Astaghfirullah,makin rusak ni negara astaghfirullah,makin rusak nih negara astaghfirullah,"['makin', 'rusak', 'nih', 'negara', 'astaghfirullah']","['rusak', 'nih', 'negara', 'astaghfirullah']",rusak nih negara astaghfirullah
"nyari kerja susah tambah banyak persyaratan nya,jadi mau gk mau rakyat mau",nyari kerja susah tambah banyak persyaratan nyajadi mau gk mau rakyat mau,nyari kerja susah tambah banyak persyaratan nyajadi mau gk mau rakyat mau,mencari kerja susah tambah banyak persyaratan nyajadi mau tidak mau rakyat mau,"['mencari', 'kerja', 'susah', 'tambah', 'banyak', 'persyaratan', 'nyajadi', 'mau', 'tidak', 'mau', 'rakyat', 'mau']","['mencari', 'kerja', 'susah', 'persyaratan', 'nyajadi', 'rakyat']",cari kerja susah syarat nyajadi rakyat
Negara gagal mensejahterakan dan mencerdaskan rakyat,Negara gagal mensejahterakan dan mencerdaskan rakyat,negara gagal mensejahterakan dan mencerdaskan rakyat,negara gagal mensejahterakan dan mencerdaskan rakyat,"['negara', 'gagal', 'mensejahterakan', 'dan', 'mencerdaskan', 'rakyat']","['negara', 'gagal', 'mensejahterakan', 'mencerdaskan', 'rakyat']",negara gagal sejahtera cerdas rakyat
Apakah negara tidak malu dengan kejadian ini ? Dan apakah  MPR dan DPR  tidak malu dengan ke jadian ini ? Rakyat kesulitan hidup sampai seperti ini,Apakah negara tidak malu dengan kejadian ini  Dan apakah  MPR dan DPR  tidak malu dengan ke jadian ini  Rakyat kesulitan hidup sampai seperti ini,apakah negara tidak malu dengan kejadian ini  dan apakah  mpr dan dpr  tidak malu dengan ke jadian ini  rakyat kesulitan hidup sampai seperti ini,apakah negara tidak malu dengan kejadian ini dan apakah mpr dan dpr tidak malu dengan ke jadian ini rakyat kesulitan hidup sampai seperti ini,"['apakah', 'negara', 'tidak', 'malu', 'dengan', 'kejadian', 'ini', 'dan', 'apakah', 'mpr', 'dan', 'dpr', 'tidak', 'malu', 'dengan', 'ke', 'jadian', 'ini', 'rakyat', 'kesulitan', 'hidup', 'sampai', 'seperti', 'ini']","['negara', 'malu', 'kejadian', 'mpr', 'dpr', 'malu', 'jadian', 'rakyat', 'kesulitan', 'hidup']",negara malu jadi mpr dpr malu jadi rakyat sulit hidup
ini konspirasi Barat. Agar Keamanan Suatu negara bisa mendeteksi sangat Akurat Orang-orang yg telah merekam retina matanya. kalau Sidik jari itu masih bisa di Manipulasi Sistemnya. Tapi klw Retina mata itu Sulit utk Merubah menganti identitas orang tersebut yg telah merekam retinanya. Jadi Manusia ini mulai mnjd Objek Seperti Robot.. yg bisa di Deteksi oleh Sistem.,ini konspirasi Barat Agar Keamanan Suatu negara bisa mendeteksi sangat Akurat Orangorang yg telah merekam retina matanya kalau Sidik jari itu masih bisa di Manipulasi Sistemnya Tapi klw Retina mata itu Sulit utk Merubah menganti identitas orang tersebut yg telah merekam retinanya Jadi Manusia ini mulai mnjd Objek Seperti Robot yg bisa di Deteksi oleh Sistem,ini konspirasi barat agar keamanan suatu negara bisa mendeteksi sangat akurat orangorang yg telah merekam retina matanya kalau sidik jari itu masih bisa di manipulasi sistemnya tapi klw retina mata itu sulit utk merubah menganti identitas orang tersebut yg telah merekam retinanya jadi manusia ini mulai mnjd objek seperti robot yg bisa di deteksi oleh sistem,ini konspirasi barat agar keamanan suatu negara bisa mendeteksi sangat akurat orangorang yang telah merekam retina matanya kalau sidik jari itu masih bisa di manipulasi sistemnya tapi kalau retina mata itu sulit untuk merubah menganti identitas orang tersebut yang telah merekam retinanya jadi manusia ini mulai mnjd objek seperti robot yang bisa di deteksi oleh sistem,"['ini', 'konspirasi', 'barat', 'agar', 'keamanan', 'suatu', 'negara', 'bisa', 'mendeteksi', 'sangat', 'akurat', 'orangorang', 'yang', 'telah', 'merekam', 'retina', 'matanya', 'kalau', 'sidik', 'jari', 'itu', 'masih', 'bisa', 'di', 'manipulasi', 'sistemnya', 'tapi', 'kalau', 'retina', 'mata', 'itu', 'sulit', 'untuk', 'merubah', 'menganti', 'identitas', 'orang', 'tersebut', 'yang', 'telah', 'merekam', 'retinanya', 'jadi', 'manusia', 'ini', 'mulai', 'mnjd', 'objek', 'seperti', 'robot', 'yang', 'bisa', 'di', 'deteksi', 'oleh', 'sistem']","['konspirasi', 'barat', 'keamanan', 'negara', 'mendeteksi', 'akurat', 'orangorang', 'merekam', 'retina', 'matanya', 'sidik', 'jari', 'manipulasi', 'sistemnya', 'retina', 'mata', 'sulit', 'merubah', 'menganti', 'identitas', 'orang', 'merekam', 'retinanya', 'manusia', 'mnjd', 'objek', 'robot', 'deteksi', 'sistem']",konspirasi barat aman negara deteksi akurat orangorang rekam retina mata sidik jari manipulasi sistem retina mata sulit rubah anti identitas orang rekam retina manusia mnjd objek robot deteksi sistem
"Jangan kan cuma retina klo ginjal bisa di perjual belikan secara legal juga banyak yg mau jual, termasuk gw ...",Jangan kan cuma retina klo ginjal bisa di perjual belikan secara legal juga banyak yg mau jual termasuk gw ,jangan kan cuma retina klo ginjal bisa di perjual belikan secara legal juga banyak yg mau jual termasuk gw ,jangan kan cuma retina kalau ginjal bisa di perjual belikan secara legal juga banyak yang mau jual termasuk gue,"['jangan', 'kan', 'cuma', 'retina', 'kalau', 'ginjal', 'bisa', 'di', 'perjual', 'belikan', 'secara', 'legal', 'juga', 'banyak', 'yang', 'mau', 'jual', 'termasuk', 'gue']","['retina', 'ginjal', 'perjual', 'belikan', 'legal', 'jual', 'gue']",retina ginjal jual belikan legal jual gue
